1.2500	0.049442	0.015625	0.003701332
1.4286	0.056989669	0.020408163	0.005131748
1.6667	0.068548939	0.027777778	0.005131748
2.0000	0.080832984	0.04	0.008192602
2.5000	0.098343077	0.0625	0.008893881
3.3333	0.129787162	0.111111111	0.015637878
5.0000	0.200649477	0.25	0.03366328
#10.0000	0.263661362	1	0.101851328
