0.000266667	0.000400018	0.0001
0.004666667	0.000905444	0.0001
0.006933333	0.001612018	0.0001
0.009466667	0.002522404	0.0001
0.012933333	0.003641818	0.0001
		
		
0.004444444	0.000404938	0.0001
0.007058824	0.000912457	0.0001
0.010588235	0.001628028	0.0001
0.015294118	0.002558478	0.0001
0.020915033	0.00370936	0.0001
		
		
0.005915493	0.000408748	0.0001
0.009859155	0.000924301	0.0001
0.015352113	0.001658922	0.0001
0.022957746	0.002631765	0.0001
0.032535211	0.003864635	0.0001
		
		
0.007210884	0.000412999	0.0001
0.01292517	0.000941765	0.0001
0.020952381	0.001709751	0.0001
0.031428571	0.002746939	0.0001
0.044761905	0.004100907	0.0001
		
		
0.008256881	0.000417044	0.0001
0.015229358	0.000957983	0.0001
0.02	0.001352071	0.0001
0.025137615	0.001757975	0.0001
0.038715596	0.002874724	0.0001
		
		
0.010588235	0.000428028	0.0001
0.019084967	0.000991059	0.0001
0.031895425	0.00185433	0.0001
0.04	0.00251479	0.0001
0.050849673	0.003146422	0.0001
		
		
0.01125	0.000431641	0.0001
0.02	0.000900294	0.0001
0.02175	0.001018266	0.0001
0.038625	0.001972973	0.0001
0.04	0.002069153	0.0001
		
		
0.013125	0.000443066	0.0001
0.02	0.000771901	0.0001
0.026375	0.00107391	0.0001
0.04	0.001767053	0.0001
0.048625	0.002191098	0.0001


