x y V
-1.339695 -13.293893 0.015378
-1.133588 -13.293893 0.013326
-0.927481 -13.293893 0.011216
-0.721374 -13.293893 0.009056
-0.515267 -13.293893 0.006856
-0.309160 -13.293893 0.004625
-0.103053 -13.293893 0.002374
0.103053 -13.293893 0.000113
0.309160 -13.293893 -0.002148
0.515267 -13.293893 -0.004398
0.721374 -13.293893 -0.006627
0.927481 -13.293893 -0.008825
1.133588 -13.293893 -0.010982
1.339695 -13.293893 -0.013089
1.545802 -13.293893 -0.015137
1.751908 -13.293893 -0.017116
1.958015 -13.293893 -0.019021
2.164122 -13.293893 -0.020843
2.370229 -13.293893 -0.022577
2.576336 -13.293893 -0.024217
2.782443 -13.293893 -0.025757
2.988550 -13.293893 -0.027195
3.194656 -13.293893 -0.028526
3.400763 -13.293893 -0.029749
3.606870 -13.293893 -0.030861
3.812977 -13.293893 -0.031862
4.019084 -13.293893 -0.032751
4.225191 -13.293893 -0.033529
4.431298 -13.293893 -0.034196
4.637405 -13.293893 -0.034754
4.843511 -13.293893 -0.035205
5.049618 -13.293893 -0.035551
5.255725 -13.293893 -0.035795
5.461832 -13.293893 -0.035940
5.667939 -13.293893 -0.035989
5.874046 -13.293893 -0.035945
6.080153 -13.293893 -0.035813
6.286260 -13.293893 -0.035595
6.492366 -13.293893 -0.035297
6.698473 -13.293893 -0.034921
6.904580 -13.293893 -0.034472
7.110687 -13.293893 -0.033954
7.316794 -13.293893 -0.033370
7.522901 -13.293893 -0.032724
7.729008 -13.293893 -0.032021
7.935115 -13.293893 -0.031263
8.141221 -13.293893 -0.030454
8.347328 -13.293893 -0.029597
8.553435 -13.293893 -0.028697
8.759542 -13.293893 -0.027755
8.965649 -13.293893 -0.026775
9.171756 -13.293893 -0.025760
9.377863 -13.293893 -0.024713
9.583969 -13.293893 -0.023635
9.790076 -13.293893 -0.022530
9.996183 -13.293893 -0.021400
10.202290 -13.293893 -0.020246
10.408397 -13.293893 -0.019072
10.614504 -13.293893 -0.017878
10.820611 -13.293893 -0.016667
